Product Name,Brand,Date,Sales Quantity,Price,Original Price,Discount Percentage,Stock Level,Region,Category,Customer Rating,Review Count,Delivery Days,Seller,Is Weekend,Is Holiday
Ноутбук Lenovo Legion Pro 7,Lenovo,2025-03-12,8,170179,,,233,Уфа,Электроника,4.5,619,3,"ЗАО «Герасимова, Петров и Кондратьев»",0,0
Футболка Zara базовая хлопковая,Zara,2025-03-24,16,2415,,,515,Екатеринбург,Одежда,4.1,376,3,"РАО «Назарова, Щукина и Ершова»",0,0
Пылесос Dyson V15 Detect Absolute,Dyson,2025-03-14,12,41180,56420,27,308,Казань,Бытовая техника,4.9,522,2,ЗАО «Орехова-Калинин»,0,0
Планшет Xiaomi Pad 6 Pro,Xiaomi,2025-03-11,5,27390,45670,40,479,Уфа,Электроника,4.8,466,3,"ЗАО «Симонов, Мартынов и Логинов»",0,0
Смартфон Realme GT Neo 5,Realme,2025-03-05,10,31830,,,472,Уфа,Электроника,4.6,627,7,РАО «Кириллов»,0,0
Платье Zara с принтом,Zara,2025-03-04,12,4399,,,150,Ростов-на-Дону,Одежда,4.6,380,2,"НПО «Лапина, Голубев и Прохорова»",0,0
Куртка Adidas Outdoor Terrex,Adidas,2025-03-27,8,10660,11589,8,242,Челябинск,Одежда,4.8,622,2,Субботин и партнеры,0,0
Джинсы Wrangler Arizona,Wrangler,2025-03-14,7,7765,,,257,Уфа,Одежда,4.4,418,2,РАО «Владимиров-Шубин»,0,0
Куртка The North Face Resolve 2,The North Face,2025-03-18,20,12610,,,32,Новосибирск,Одежда,5.0,309,7,ООО «Жданов-Дорофеев»,0,0
"Комикс ""Человек-паук: Последняя охота Крэйвена""",Marvel,2025-03-10,20,909,1099,17,204,Санкт-Петербург,Книги,4.6,347,5,"НПО «Сазонова, Ефремов и Агафонова»",0,0
Джинсы Levi's 501 Original,Levi's,2025-03-10,9,8259,,,83,Ростов-на-Дону,Одежда,4.4,349,3,НПО «Шарова»,0,0
Джинсы Levi's 501 Original,Levi's,2025-03-14,14,9730,,,21,Самара,Одежда,4.6,522,3,ЗАО «Богданова»,0,0
Наушники JBL Tour Pro 2,JBL,2025-03-14,17,20929,,,287,Екатеринбург,Электроника,4.7,646,3,"ИП «Шарапов, Кудрявцева и Князев»",0,0
Микроволновка Panasonic NN-GT261,Panasonic,2025-03-17,7,10879,11830,8,486,Екатеринбург,Бытовая техника,4.0,540,5,Кузьмина Инк,0,0
"Роман ""Мастер и Маргарита"" М. Булгаков",Эксмо,2025-03-02,28,729,,,279,Екатеринбург,Книги,5.0,282,1,ЗАО «Абрамова-Герасимова»,1,0
Ноутбук MSI Stealth 16,MSI,2025-03-30,19,171909,,,83,Нижний Новгород,Электроника,4.4,267,3,"ЗАО «Устинов, Орлов и Котова»",1,0
"Детская книга ""Маленький принц"" А. де Сент-Экзюпери",Эксмо,2025-03-19,13,410,509,20,187,Казань,Книги,4.6,669,1,ЛокоТех,0,0
Планшет Huawei MatePad Pro,Huawei,2025-03-17,16,52280,,,187,Новосибирск,Электроника,4.1,405,1,ООО «Большаков-Дьячков»,0,0
Футболка Zara базовая хлопковая,Zara,2025-03-14,13,2160,,,258,Нижний Новгород,Одежда,4.3,218,1,НПО «Киселева Горбачева»,0,0
"Роман ""1984"" Дж. Оруэлл",АСТ,2025-03-30,21,510,679,25,320,Казань,Книги,4.9,693,2,АвтоВАЗ,1,0
Куртка The North Face Resolve 2,The North Face,2025-03-29,11,9099,14685,38,494,Уфа,Одежда,4.6,368,1,ОАО «Беспалов»,1,0
Планшет Apple iPad Pro 12.9,Apple,2025-03-21,16,95450,,,20,Казань,Электроника,4.6,521,3,Белоусов Лимитед,0,0
Пылесос Samsung Jet 90 Complete,Samsung,2025-03-06,13,32915,39185,16,125,Казань,Бытовая техника,4.7,521,7,НПО «Баранова»,0,0
Платье ASOS Design миди,ASOS,2025-03-14,26,4520,,,314,Москва,Одежда,4.6,307,3,"ОАО «Лаврентьев, Уварова и Селиверстов»",0,0
Кофемашина Siemens EQ.6 plus,Siemens,2025-03-16,42,64435,,,156,Санкт-Петербург,Бытовая техника,4.6,476,7,Калинина Лимитед,1,0
Холодильник Samsung Family Hub RF65,Samsung,2025-03-23,17,110060,,,98,Казань,Бытовая техника,4.6,625,3,"ООО «Смирнов, Пахомова и Блинов»",1,0
Кроссовки Puma RS-X,Puma,2025-03-27,15,7500,,,140,Нижний Новгород,Одежда,4.5,667,7,Марков Групп,0,0
"Учебник ""Python для начинающих""",ДМК Пресс,2025-03-28,14,1160,,,161,Санкт-Петербург,Книги,4.8,596,2,Бобылев Лтд,0,0
"Роман ""1984"" Дж. Оруэлл",АСТ,2025-03-18,6,620,,,491,Нижний Новгород,Книги,5.0,241,5,Симонова Инкорпорэйтед,0,0
Футболка Befree оверсайз,Befree,2025-03-16,38,1145,,,200,Москва,Одежда,4.3,546,5,ЗАО «Маслова-Моисеева»,1,0
Ноутбук ASUS ROG Zephyrus G14,ASUS,2025-03-22,17,146775,,,105,Уфа,Электроника,4.7,236,2,Горбунов Групп,1,0
Ноутбук Apple MacBook Pro 16,Apple,2025-03-28,28,180325,,,154,Санкт-Петербург,Электроника,4.6,338,5,Евсеева Лтд,0,0
"Детская книга ""Приключения Незнайки"" Н. Носов",Росмэн,2025-03-02,21,650,,,223,Екатеринбург,Книги,4.7,395,5,АО «Михеева-Лыткина»,1,0
Умные часы Samsung Galaxy Watch 6,Samsung,2025-03-26,10,27259,,,254,Новосибирск,Электроника,5.0,452,2,Астон,0,0
Холодильник Samsung Family Hub RF65,Samsung,2025-03-01,18,122470,,,194,Новосибирск,Бытовая техника,4.8,328,3,Жукова и партнеры,1,0
Платье ASOS Design миди,ASOS,2025-03-19,28,3509,,,281,Москва,Одежда,4.6,452,2,Тетерина и партнеры,0,0
Наушники Sony WH-1000XM5,Sony,2025-03-20,13,30740,,,285,Екатеринбург,Электроника,4.9,330,2,РАО «Ковалев»,0,0
Смартфон Xiaomi 14 Pro,Xiaomi,2025-03-08,25,57240,,,64,Екатеринбург,Электроника,4.4,595,7,РусГидро,1,1
Джинсы Lee Rider,Lee,2025-03-18,8,5869,7250,19,209,Нижний Новгород,Одежда,4.9,637,3,"ЗАО «Королев, Семенова и Гуляев»",0,0
"Комикс ""Человек-паук: Последняя охота Крэйвена""",Marvel,2025-03-30,23,835,1125,25,191,Санкт-Петербург,Книги,4.7,243,2,ЗАО «Котов-Горбунов»,1,0
Джинсы Lee Rider,Lee,2025-03-23,14,7715,,,242,Ростов-на-Дону,Одежда,4.5,352,2,РАО «Лихачева»,1,0
Футболка Befree оверсайз,Befree,2025-03-22,26,849,1039,18,456,Екатеринбург,Одежда,4.1,389,7,ОАО «Хохлова-Воронова»,1,0
Стиральная машина LG AI DD F4V5,LG,2025-03-03,9,37100,50130,26,447,Нижний Новгород,Бытовая техника,4.5,644,3,Саткинский чугуноплавильный завод,0,0
"Учебник ""Python для начинающих""",ДМК Пресс,2025-03-26,16,1229,,,289,Нижний Новгород,Книги,4.4,461,7,ЛУКОЙЛ,0,0
Пылесос Dyson V15 Detect Absolute,Dyson,2025-03-25,5,42295,58750,28,465,Ростов-на-Дону,Бытовая техника,5.0,636,2,ООО «Носова»,0,0
"Роман ""1984"" Дж. Оруэлл",АСТ,2025-03-14,8,660,,,405,Новосибирск,Книги,4.5,404,2,Орлова Инкорпорэйтед,0,0
Планшет Xiaomi Pad 6 Pro,Xiaomi,2025-03-20,5,23925,37980,37,318,Нижний Новгород,Электроника,4.4,620,5,ООО «Мельникова-Поляков»,0,0
Кроссовки Nike Air Max 270,Nike,2025-03-18,4,12575,,,442,Ростов-на-Дону,Одежда,4.5,638,2,ЗАО «Веселова Наумов»,0,0
Платье Mango вечернее,Mango,2025-03-03,7,6065,,,77,Новосибирск,Одежда,4.6,593,2,АО «Никитин Галкин»,0,0
Смартфон Honor 90,Honor,2025-03-10,18,37335,,,255,Екатеринбург,Электроника,4.2,300,5,Горбунова и партнеры,0,0
"Детская книга ""Гарри Поттер"" Дж. Роулинг",Махаон,2025-03-31,13,485,850,42,272,Санкт-Петербург,Книги,5.0,370,5,"ОАО «Селиверстова, Субботин и Дьячкова»",0,0
Холодильник Bosch Serie 6 VitaFresh Plus,Bosch,2025-03-22,25,92349,,,393,Москва,Бытовая техника,4.5,403,2,ОАО «Гордеева Савина»,1,0
Смартфон Apple iPhone 15 Pro,Apple,2025-03-23,15,47590,76760,38,93,Казань,Электроника,4.8,579,5,"АО «Ширяев, Аксенов и Кононова»",1,0
Кроссовки Adidas Ultraboost,Adidas,2025-03-24,10,13729,,,425,Казань,Одежда,4.6,485,2,Ростех,0,0
Смартфон Apple iPhone 15 Pro,Apple,2025-03-17,29,95549,,,225,Москва,Электроника,5.0,548,3,"ОАО «Андреев, Иванова и Блинов»",0,0
Холодильник Bosch Serie 6 VitaFresh Plus,Bosch,2025-03-12,20,105530,,,491,Новосибирск,Бытовая техника,4.8,523,3,ЛУКОЙЛ,0,0
Стиральная машина Samsung EcoBubble WW90,Samsung,2025-03-20,25,54175,,,388,Москва,Бытовая техника,4.7,499,7,РАО «Симонова-Бурова»,0,0
Холодильник LG DoorCooling+ GC-B569,LG,2025-03-20,11,90125,,,319,Екатеринбург,Бытовая техника,4.5,405,2,Дорофеева Лтд,0,0
Пылесос Samsung Jet 90 Complete,Samsung,2025-03-17,10,21760,36885,41,84,Уфа,Бытовая техника,4.9,478,7,РАО «Субботина Бирюков»,0,0
Стиральная машина Samsung EcoBubble WW90,Samsung,2025-03-12,11,43560,54465,20,426,Казань,Бытовая техника,4.7,593,5,ЗАО «Сазонова»,0,0
Футболка H&M premium,H&M,2025-03-07,12,1310,1765,26,31,Санкт-Петербург,Одежда,4.1,582,3,Дементьев Инкорпорэйтед,0,0
Пылесос Samsung Jet 90 Complete,Samsung,2025-03-11,15,34450,,,225,Новосибирск,Бытовая техника,5.0,352,3,ЗАО «Ситников-Романов»,0,0
Кроссовки Puma RS-X,Puma,2025-03-29,16,9745,,,430,Самара,Одежда,4.4,545,7,РАО «Федотов-Шубина»,1,0
"Роман ""1984"" Дж. Оруэлл",АСТ,2025-03-25,9,625,,,252,Екатеринбург,Книги,5.0,548,2,ИП «Колесников»,0,0
Холодильник LG DoorCooling+ GC-B569,LG,2025-03-05,17,75870,,,489,Москва,Бытовая техника,4.8,487,5,АО «Волков-Иванов»,0,0
Холодильник Samsung Family Hub RF65,Samsung,2025-03-30,7,129930,,,49,Уфа,Бытовая техника,5.0,494,2,ОАО «Антонов»,1,0
Кофемашина Siemens EQ.6 plus,Siemens,2025-03-07,24,74285,,,107,Москва,Бытовая техника,5.0,421,2,"ЗАО «Соболева, Устинов и Блохин»",0,0
Наушники Sony WH-1000XM5,Sony,2025-03-19,13,37610,,,81,Москва,Электроника,4.8,335,2,НПО «Елисеева Потапова»,0,0
Кофемашина Siemens EQ.6 plus,Siemens,2025-03-02,16,73459,,,288,Ростов-на-Дону,Бытовая техника,4.9,564,5,Эссити (Essity),1,0
Наушники JBL Tour Pro 2,JBL,2025-03-12,14,15845,17805,11,326,Санкт-Петербург,Электроника,4.6,408,5,Нижнекамскнефтехим,0,0
Ноутбук ASUS ROG Zephyrus G14,ASUS,2025-03-15,38,135509,,,472,Москва,Электроника,4.5,628,2,Овчинников Инк,1,0
"Роман ""1984"" Дж. Оруэлл",АСТ,2025-03-30,35,585,,,112,Санкт-Петербург,Книги,4.9,443,2,ООО «Денисова»,1,0
Микроволновка Panasonic NN-GT261,Panasonic,2025-03-26,8,9350,,,129,Челябинск,Бытовая техника,4.3,330,5,ОАО «Герасимов-Герасимов»,0,0
"Комикс ""Ходячие мертвецы. Том 1""",Image,2025-03-28,4,785,,,393,Ростов-на-Дону,Книги,4.6,416,2,Сибирский антрацит,0,0
"Детская книга ""Приключения Незнайки"" Н. Носов",Росмэн,2025-03-20,8,499,,,211,Самара,Книги,4.6,388,5,Блинова Лтд,0,0
"Детская книга ""Приключения Незнайки"" Н. Носов",Росмэн,2025-03-12,11,530,,,280,Новосибирск,Книги,4.6,322,2,"ОАО «Тарасова, Титова и Федотова»",0,0
Пылесос Samsung Jet 90 Complete,Samsung,2025-03-29,46,43600,,,525,Москва,Бытовая техника,4.9,541,5,РАО «Козлов Ермакова»,1,0
Кофемашина De'Longhi Magnifica S,De'Longhi,2025-03-23,18,49649,,,38,Казань,Бытовая техника,4.9,245,3,РАО «Красильникова-Зыкова»,1,0
Платье ASOS Design миди,ASOS,2025-03-13,14,3300,,,482,Казань,Одежда,4.3,332,2,Группа О'кей,0,0
Кроссовки Nike Air Max 270,Nike,2025-03-28,8,14429,,,71,Екатеринбург,Одежда,4.9,333,5,ГК Великан,0,0
"Комикс ""Человек-паук: Последняя охота Крэйвена""",Marvel,2025-03-14,24,845,,,260,Москва,Книги,4.7,706,2,ЗАО «Зыков»,0,0
Платье ASOS Design миди,ASOS,2025-03-23,8,3219,,,408,Самара,Одежда,4.2,539,7,Мазда Мотор Рус (Mazda),1,0
Куртка Columbia Watertight II,Columbia,2025-03-11,11,11410,,,509,Самара,Одежда,4.8,373,2,Попова и партнеры,0,0
"Роман ""1984"" Дж. Оруэлл",АСТ,2025-03-30,12,489,,,30,Ростов-на-Дону,Книги,4.5,527,3,"ИП «Суханова, Комиссаров и Тарасова»",1,0
Пылесос Xiaomi Mi Robot Vacuum-Mop 2 Pro,Xiaomi,2025-03-26,10,28140,,,142,Челябинск,Бытовая техника,4.8,566,7,"ЗАО «Полякова, Вишнякова и Игнатьев»",0,0
Холодильник Bosch Serie 6 VitaFresh Plus,Bosch,2025-03-06,9,93630,,,217,Новосибирск,Бытовая техника,4.3,473,5,Мельникова Инкорпорэйтед,0,0
"Роман ""Преступление и наказание"" Ф. Достоевский",Азбука,2025-03-17,11,765,,,422,Самара,Книги,4.7,326,2,ООО «Ширяева Афанасьева»,0,0
Кофемашина Siemens EQ.6 plus,Siemens,2025-03-03,15,74505,,,430,Самара,Бытовая техника,4.7,528,3,Райффайзенбанк (Raiffeisen),0,0
Планшет Apple iPad Pro 12.9,Apple,2025-03-02,28,114935,,,94,Екатеринбург,Электроника,4.8,282,2,ООО «Григорьев-Никонов»,1,0
Платье ASOS Design миди,ASOS,2025-03-26,10,4570,,,321,Санкт-Петербург,Одежда,4.4,365,5,АО «Савельев»,0,0
Умные часы Samsung Galaxy Watch 6,Samsung,2025-03-10,15,27330,,,224,Новосибирск,Электроника,4.5,647,7,ООО «Дроздов»,0,0
Умные часы Apple Watch Series 9,Apple,2025-03-09,11,35709,,,296,Нижний Новгород,Электроника,4.6,619,3,ООО «Шубин»,1,0
Наушники Apple AirPods Pro 2,Apple,2025-03-30,12,27309,,,282,Новосибирск,Электроника,4.6,396,5,ООО «Хохлова-Дроздова»,1,0
Умные часы Samsung Galaxy Watch 6,Samsung,2025-03-09,14,33600,,,401,Самара,Электроника,4.4,450,2,Зарубежнефть,1,0
Кофемашина Siemens EQ.6 plus,Siemens,2025-03-05,26,76410,,,240,Санкт-Петербург,Бытовая техника,5.0,365,3,Нефтиса,0,0
Планшет Apple iPad Pro 12.9,Apple,2025-03-17,12,96190,,,175,Самара,Электроника,4.6,518,3,Тарасова Групп,0,0
Пылесос Samsung Jet 90 Complete,Samsung,2025-03-08,46,42279,,,529,Москва,Бытовая техника,4.6,553,2,Мухин Инкорпорэйтед,1,1
Планшет Apple iPad Pro 12.9,Apple,2025-03-10,10,99910,,,243,Казань,Электроника,4.8,355,2,ПСМА Рус,0,0
"Учебник ""Python для начинающих""",ДМК Пресс,2025-03-08,60,1500,,,77,Санкт-Петербург,Книги,4.8,386,2,ООО «Нестерова-Колобов»,1,1
"Комикс ""Бэтмен: Убийственная шутка""",DC,2025-03-13,15,1035,,,383,Нижний Новгород,Книги,5.0,361,2,Харитонов Инк,0,0
Планшет Apple iPad Pro 12.9,Apple,2025-03-30,18,97589,,,42,Казань,Электроника,4.9,625,7,"РАО «Воронова, Игнатьева и Назарова»",1,0
Футболка H&M premium,H&M,2025-03-20,7,1790,,,434,Челябинск,Одежда,4.0,363,2,ЗАО «Новикова»,0,0
"Учебник ""Высшая математика"" В. Шипачев",Юрайт,2025-03-24,10,1260,,,306,Челябинск,Книги,4.4,594,1,Терентьева Лтд,0,0
Планшет Huawei MatePad Pro,Huawei,2025-03-09,22,49820,,,475,Москва,Электроника,4.2,379,3,Карелия Палп,1,0
Кофемашина Siemens EQ.6 plus,Siemens,2025-03-29,22,72675,,,409,Самара,Бытовая техника,4.8,403,5,НПО «Новиков»,1,0
Кофемашина Philips Series 5400,Philips,2025-03-24,6,47309,,,336,Самара,Бытовая техника,4.8,378,3,РТИ,0,0
Куртка Adidas Outdoor Terrex,Adidas,2025-03-31,12,12320,,,432,Ростов-на-Дону,Одежда,4.5,452,1,Соловьев Групп,0,0
Смартфон Apple iPhone 15 Pro,Apple,2025-03-21,18,85085,,,216,Екатеринбург,Электроника,4.6,311,7,ЗАО «Шестакова»,0,0
Пылесос Xiaomi Mi Robot Vacuum-Mop 2 Pro,Xiaomi,2025-03-15,35,20640,25810,20,316,Санкт-Петербург,Бытовая техника,4.6,498,1,АО «Елисеев»,1,0
"Детская книга ""Приключения Незнайки"" Н. Носов",Росмэн,2025-03-12,14,590,670,11,370,Новосибирск,Книги,4.7,329,2,ОАО «Тимофеев-Семенова»,0,0
Наушники Sony WH-1000XM5,Sony,2025-03-06,13,35899,,,411,Нижний Новгород,Электроника,5.0,511,5,ЗАО «Терентьев Стрелкова»,0,0
Умные часы Apple Watch Series 9,Apple,2025-03-31,21,42060,,,49,Санкт-Петербург,Электроника,4.5,632,1,Национальная медиа группа,0,0
Куртка Columbia Watertight II,Columbia,2025-03-18,6,9650,,,190,Нижний Новгород,Одежда,4.4,273,3,НПО «Лукин»,0,0
Холодильник LG DoorCooling+ GC-B569,LG,2025-03-02,10,75815,84240,10,17,Казань,Бытовая техника,4.9,406,2,Селиверстова Инкорпорэйтед,1,0
"Детская книга ""Маленький принц"" А. де Сент-Экзюпери",Эксмо,2025-03-08,31,590,,,171,Челябинск,Книги,4.8,357,3,ИП «Борисов-Соловьев»,1,1
"Комикс ""Бэтмен: Убийственная шутка""",DC,2025-03-20,9,1089,,,87,Челябинск,Книги,5.0,717,7,Интер РАО,0,0
Стиральная машина Bosch Serie 6 WLN,Bosch,2025-03-11,20,30260,58190,48,211,Екатеринбург,Бытовая техника,5.0,690,5,Волков Групп,0,0
Пылесос Dyson V15 Detect Absolute,Dyson,2025-03-06,13,67850,,,470,Екатеринбург,Бытовая техника,5.0,607,1,"ИП «Федотов, Агафонова и Воробьева»",0,0
Пылесос Dyson V15 Detect Absolute,Dyson,2025-03-16,15,66805,,,410,Новосибирск,Бытовая техника,5.0,665,1,Медведева и партнеры,1,0
Кофемашина De'Longhi Magnifica S,De'Longhi,2025-03-30,22,39065,,,55,Москва,Бытовая техника,5.0,407,2,ИП «Никонов»,1,0
"Детская книга ""Приключения Незнайки"" Н. Носов",Росмэн,2025-03-12,10,480,,,504,Нижний Новгород,Книги,4.4,359,3,Назаров Инкорпорэйтед,0,0
Платье Zara с принтом,Zara,2025-03-06,20,3540,4130,14,161,Москва,Одежда,4.3,640,5,АО «Харитонова Федоров»,0,0
Джинсы Wrangler Arizona,Wrangler,2025-03-21,8,6865,7805,12,76,Новосибирск,Одежда,4.7,268,2,АО «Крюкова Исаков»,0,0
Микроволновка Panasonic NN-GT261,Panasonic,2025-03-18,20,10520,,,450,Санкт-Петербург,Бытовая техника,4.4,431,2,ООО «Рыбакова Фадеев»,0,0
Стиральная машина Bosch Serie 6 WLN,Bosch,2025-03-19,19,27740,54405,49,500,Новосибирск,Бытовая техника,5.0,421,2,НПО «Денисова»,0,0
Футболка H&M premium,H&M,2025-03-14,17,1350,,,498,Новосибирск,Одежда,4.2,579,5,НПО «Афанасьев-Абрамова»,0,0
Холодильник LG DoorCooling+ GC-B569,LG,2025-03-25,9,101080,,,98,Екатеринбург,Бытовая техника,4.8,451,5,АО «Назарова Смирнов»,0,0
Пылесос Dyson V15 Detect Absolute,Dyson,2025-03-30,16,66745,,,16,Казань,Бытовая техника,4.7,344,5,ОАО «Гусев Ширяева»,1,0
Футболка H&M premium,H&M,2025-03-15,22,1339,,,266,Нижний Новгород,Одежда,4.2,235,5,РАО «Молчанова Галкина»,1,0
Планшет Samsung Galaxy Tab S9 Ultra,Samsung,2025-03-19,10,90079,,,10,Екатеринбург,Электроника,4.9,441,5,Белозерова Групп,0,0
Наушники JBL Tour Pro 2,JBL,2025-03-11,15,18055,,,277,Москва,Электроника,4.7,502,7,АО «Сергеева»,0,0
Стиральная машина Samsung EcoBubble WW90,Samsung,2025-03-15,27,48160,63385,24,94,Новосибирск,Бытовая техника,4.8,486,3,ООО «Максимов Михайлова»,1,0
"Учебник ""Python для начинающих""",ДМК Пресс,2025-03-22,11,1215,,,286,Челябинск,Книги,4.9,501,5,ИП «Стрелкова-Архипова»,1,0
Микроволновка LG NeoChef MH6336,LG,2025-03-31,13,14655,,,215,Челябинск,Бытовая техника,4.3,230,5,Прохорова Лтд,0,0
"Учебник ""Высшая математика"" В. Шипачев",Юрайт,2025-03-29,27,1180,,,188,Новосибирск,Книги,4.6,550,5,Корнилов Лимитед,1,0
"Учебник ""Высшая математика"" В. Шипачев",Юрайт,2025-03-04,7,910,1069,14,160,Екатеринбург,Книги,4.3,242,5,ЗАО «Соловьева»,0,0
"Комикс ""Человек-паук: Последняя охота Крэйвена""",Marvel,2025-03-21,12,830,,,501,Челябинск,Книги,4.7,584,1,ГК Ташир,0,0
"Роман ""Преступление и наказание"" Ф. Достоевский",Азбука,2025-03-07,16,580,645,10,422,Екатеринбург,Книги,5.0,509,3,ЗАО «Аксенова»,0,0
"Комикс ""Человек-паук: Последняя охота Крэйвена""",Marvel,2025-03-23,13,1099,,,260,Казань,Книги,4.6,490,7,Горбунов Лтд,1,0
Ноутбук ASUS ROG Zephyrus G14,ASUS,2025-03-22,31,147649,,,165,Москва,Электроника,4.7,438,2,РАО «Воробьева-Воронова»,1,0
Стиральная машина LG AI DD F4V5,LG,2025-03-24,26,55620,,,259,Санкт-Петербург,Бытовая техника,4.8,460,1,ТМК Чермет,0,0
"Комикс ""Ходячие мертвецы. Том 1""",Image,2025-03-05,15,1050,,,326,Санкт-Петербург,Книги,4.5,608,1,НПО «Молчанова Коновалова»,0,0
Платье ASOS Design миди,ASOS,2025-03-31,9,3435,,,356,Челябинск,Одежда,4.2,309,7,АО «Максимова»,0,0
Платье Zara с принтом,Zara,2025-03-07,13,4685,,,483,Самара,Одежда,4.4,597,5,"НПО «Савина, Корнилов и Сысоев»",0,0
"Учебник ""Высшая математика"" В. Шипачев",Юрайт,2025-03-04,8,1080,,,258,Уфа,Книги,4.5,297,7,ОАО «Трофимова-Панова»,0,0
"Комикс ""Человек-паук: Последняя охота Крэйвена""",Marvel,2025-03-26,12,650,800,17,210,Екатеринбург,Книги,5.0,583,5,АО «Прохорова Коновалова»,0,0
Футболка H&M premium,H&M,2025-03-24,11,1735,,,351,Новосибирск,Одежда,3.9,304,2,ОАО «Трофимов-Бобров»,0,0
Микроволновка Samsung MG30T5018,Samsung,2025-03-17,12,13450,15840,15,199,Москва,Бытовая техника,4.2,378,2,ОАО «Русаков»,0,0
Кроссовки Nike Air Max 270,Nike,2025-03-12,10,14139,,,167,Санкт-Петербург,Одежда,4.9,553,7,Группа НПФ Благосостояние,0,0
"Комикс ""Ходячие мертвецы. Том 1""",Image,2025-03-23,25,810,915,11,362,Москва,Книги,4.8,699,3,НПО «Авдеева-Суворов»,1,0
"Детская книга ""Маленький принц"" А. де Сент-Экзюпери",Эксмо,2025-03-04,21,525,,,236,Санкт-Петербург,Книги,4.7,312,2,Большаков Лтд,0,0
Смартфон Honor 90,Honor,2025-03-12,27,25070,30580,18,133,Москва,Электроника,4.5,420,3,Полякова Лимитед,0,0
Кофемашина Philips Series 5400,Philips,2025-03-13,27,50380,,,388,Москва,Бытовая техника,5.0,444,7,Кириллов Инк,0,0
Стиральная машина Samsung EcoBubble WW90,Samsung,2025-03-06,12,63980,,,223,Челябинск,Бытовая техника,4.5,233,3,"НПО «Денисова, Вишняков и Кузнецов»",0,0
Планшет Apple iPad Pro 12.9,Apple,2025-03-22,13,123559,,,303,Нижний Новгород,Электроника,4.5,301,3,Форд Соллерс Холдинг,1,0
"Комикс ""Человек-паук: Последняя охота Крэйвена""",Marvel,2025-03-13,15,895,,,487,Казань,Книги,5.0,668,3,Элко Рус (Elko),0,0
Пылесос Xiaomi Mi Robot Vacuum-Mop 2 Pro,Xiaomi,2025-03-09,16,22189,,,404,Новосибирск,Бытовая техника,4.4,514,3,Князев Лтд,1,0
"Роман ""Преступление и наказание"" Ф. Достоевский",Азбука,2025-03-25,34,540,,,68,Москва,Книги,4.5,443,5,АО «Меркушева Лукин»,0,0
Кроссовки Puma RS-X,Puma,2025-03-15,14,8520,,,289,Ростов-на-Дону,Одежда,4.5,549,3,ООО «Крюков-Никифоров»,1,0
Ноутбук MSI Stealth 16,MSI,2025-03-18,9,108275,166589,35,412,Казань,Электроника,4.5,303,3,ООО «Кононова»,0,0
Джинсы Levi's 501 Original,Levi's,2025-03-25,10,9605,,,327,Санкт-Петербург,Одежда,4.5,676,3,Кузнецов Инкорпорэйтед,0,0
"Комикс ""Бэтмен: Убийственная шутка""",DC,2025-03-24,14,1245,,,470,Нижний Новгород,Книги,5.0,338,5,ОАО «Воронцова-Копылова»,0,0
"Роман ""Преступление и наказание"" Ф. Достоевский",Азбука,2025-03-12,11,635,,,161,Новосибирск,Книги,4.6,583,2,"ИП «Беляев, Лукин и Кудрявцева»",0,0
Стиральная машина LG AI DD F4V5,LG,2025-03-20,10,48935,,,112,Санкт-Петербург,Бытовая техника,4.6,428,2,ЗАО «Семенов»,0,0
"Роман ""Мастер и Маргарита"" М. Булгаков",Эксмо,2025-03-25,9,720,,,104,Казань,Книги,4.9,638,3,Railgo,0,0
Джинсы Wrangler Arizona,Wrangler,2025-03-27,12,6319,,,497,Новосибирск,Одежда,4.3,227,3,ЗАО «Буров Фомичев»,0,0
Микроволновка Samsung MG30T5018,Samsung,2025-03-01,18,17940,,,86,Екатеринбург,Бытовая техника,4.5,357,2,АО «Якушева»,1,0
"Детская книга ""Маленький принц"" А. де Сент-Экзюпери",Эксмо,2025-03-11,12,589,,,102,Ростов-на-Дону,Книги,4.6,542,2,"НПО «Зайцев, Никонова и Козлова»",0,0
Футболка H&M premium,H&M,2025-03-18,11,1520,,,345,Ростов-на-Дону,Одежда,4.3,338,2,ЗАО «Ситников Захарова»,0,0
Кроссовки Puma RS-X,Puma,2025-03-12,10,4950,7980,38,300,Челябинск,Одежда,4.7,427,5,"НПО «Колобова, Фокин и Лобанов»",0,0
Куртка Adidas Outdoor Terrex,Adidas,2025-03-20,14,9790,12545,22,326,Екатеринбург,Одежда,4.3,310,7,ЗАО «Русаков Бурова»,0,0
"Детская книга ""Приключения Незнайки"" Н. Носов",Росмэн,2025-03-20,8,605,,,295,Уфа,Книги,4.5,281,5,Ситибанк,0,0
Ноутбук ASUS ROG Zephyrus G14,ASUS,2025-03-07,10,144619,,,60,Челябинск,Электроника,4.5,347,5,ООО «Чернов-Королев»,0,0
Микроволновка LG NeoChef MH6336,LG,2025-03-28,22,13839,,,51,Москва,Бытовая техника,4.6,610,5,ЭР-Телеком Холдинг,0,0
"Детская книга ""Маленький принц"" А. де Сент-Экзюпери",Эксмо,2025-03-03,7,565,,,362,Самара,Книги,4.6,625,2,Уралкалий,0,0
Куртка Adidas Outdoor Terrex,Adidas,2025-03-24,15,13650,,,208,Новосибирск,Одежда,4.5,381,3,АО «Жданов-Самойлов»,0,0
